info @storybook/react v6.3.2
info 
info => Cleaning outputDir: C:\Users\migue\AppData\Local\Temp\chromatic--10544-IHl4mRFAek7k
info => Copying static files: ./public => ./
info => Loading presets
info => Compiling preview..
info => Loading 1 config file in "C:\Users\migue\Dev\learnstorybook-design-system\.storybook"
info => Loading 9 other files in "C:\Users\migue\Dev\learnstorybook-design-system\.storybook"
info => Adding stories defined in "C:\Users\migue\Dev\learnstorybook-design-system\.storybook\main.js"
info => Loading Webpack configuration from `node_modules\react-scripts`
info => Removing existing JavaScript and TypeScript rules.
info => Modifying Create React App rules.
info => Using default Webpack4 setup
<s> [webpack.Progress] 0% compiling
<s> [webpack.Progress] 10% building 0/0 modules 0 active 
<s> [webpack.Progress] 10% building 0/1 modules 1 active multi C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\core-client\dist\esm\globals\polyfills.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\core-client\dist\esm\globals\globals.js C:\Users\migue\Dev\learnstorybook-design-system\.storybook\storybook-init-framework-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\frameworks\common\config.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\frameworks\react\config.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-links\dist\esm\preset\addDecorator.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-actions\dist\esm\preset\addDecorator.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-actions\dist\esm\preset\addArgs.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-backgrounds\dist\esm\preset\addDecorator.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-backgrounds\dist\esm\preset\addParameter.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-measure\dist\esm\preset\preview.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\storybook-addon-outline\dist\esm\preset\addDecorator.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\.storybook\preview.js-generated-config-entry.js C:\Users\migue\Dev\learnstorybook-design-system\.storybook\generated-stories-entry.js
<s> [webpack.Progress] 10% building 1/1 modules 0 active 
<s> [webpack.Progress] 69% building 1225/1234 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\property-information\lib\util\case-sensitive-transform.js
<s> [webpack.Progress] 69% building 1226/1234 modules 8 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\property-information\lib\util\case-sensitive-transform.js
<s> [webpack.Progress] 69% building 1227/1234 modules 7 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\property-information\lib\util\case-sensitive-transform.js
<s> [webpack.Progress] 69% building 1228/1234 modules 6 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\property-information\lib\util\case-sensitive-transform.js
<s> [webpack.Progress] 69% building 1229/1234 modules 5 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\property-information\lib\util\case-sensitive-transform.js
<s> [webpack.Progress] 69% building 1230/1234 modules 4 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\property-information\lib\util\case-sensitive-transform.js
<s> [webpack.Progress] 69% building 1231/1234 modules 3 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\property-information\lib\util\case-sensitive-transform.js
<s> [webpack.Progress] 69% building 1232/1234 modules 2 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\property-information\lib\util\case-sensitive-transform.js
<s> [webpack.Progress] 69% building 1233/1234 modules 1 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\property-information\lib\util\case-sensitive-transform.js
<s> [webpack.Progress] 69% building 1233/1235 modules 2 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\es-abstract\2020\GetV.js
<s> [webpack.Progress] 69% building 1233/1236 modules 3 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\2020\IsCallable.js
<s> [webpack.Progress] 69% building 1233/1237 modules 4 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\2020\GetV.js
<s> [webpack.Progress] 69% building 1233/1238 modules 5 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\2020\IsPropertyKey.js
<s> [webpack.Progress] 69% building 1233/1239 modules 6 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\2020\ToBoolean.js
<s> [webpack.Progress] 69% building 1233/1240 modules 7 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\2020\IsArray.js
<s> [webpack.Progress] 69% building 1233/1241 modules 8 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\2020\SameValue.js
<s> [webpack.Progress] 69% building 1233/1242 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\2020\IsConstructor.js
<s> [webpack.Progress] 69% building 1233/1243 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\2020\ToInteger.js
<s> [webpack.Progress] 69% building 1234/1243 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\2020\ToInteger.js
<s> [webpack.Progress] 69% building 1234/1244 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\5\CheckObjectCoercible.js
<s> [webpack.Progress] 69% building 1234/1245 modules 11 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\5\Type.js
<s> [webpack.Progress] 69% building 1234/1246 modules 12 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\helpers\maxSafeInteger.js
<s> [webpack.Progress] 69% building 1234/1247 modules 13 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\2018\FromPropertyDescriptor.js
<s> [webpack.Progress] 69% building 1234/1248 modules 14 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\2018\IsAccessorDescriptor.js
<s> [webpack.Progress] 69% building 1234/1249 modules 15 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\2018\IsDataDescriptor.js
<s> [webpack.Progress] 69% building 1234/1250 modules 16 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\2018\ToPropertyDescriptor.js
<s> [webpack.Progress] 69% building 1234/1251 modules 17 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\2018\IsPropertyKey.js
<s> [webpack.Progress] 69% building 1234/1252 modules 18 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\2018\SameValue.js
<s> [webpack.Progress] 69% building 1235/1252 modules 17 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\2018\SameValue.js
<s> [webpack.Progress] 69% building 1236/1252 modules 16 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\2018\SameValue.js
<s> [webpack.Progress] 69% building 1237/1252 modules 15 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\2018\SameValue.js
<s> [webpack.Progress] 69% building 1238/1252 modules 14 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\2018\SameValue.js
<s> [webpack.Progress] 69% building 1239/1252 modules 13 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\2018\SameValue.js
<s> [webpack.Progress] 69% building 1240/1252 modules 12 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\2018\SameValue.js
<s> [webpack.Progress] 69% building 1241/1252 modules 11 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\2018\SameValue.js
<s> [webpack.Progress] 69% building 1242/1252 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\2018\SameValue.js
<s> [webpack.Progress] 69% building 1243/1252 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\2018\SameValue.js
<s> [webpack.Progress] 69% building 1243/1253 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\xtend\immutable.js
<s> [webpack.Progress] 69% building 1243/1254 modules 11 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\helpers\DefineOwnProperty.js
<s> [webpack.Progress] 69% building 1243/1255 modules 12 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\helpers\isPropertyDescriptor.js
<s> [webpack.Progress] 69% building 1244/1255 modules 11 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\helpers\isPropertyDescriptor.js
<s> [webpack.Progress] 69% building 1245/1255 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\helpers\isPropertyDescriptor.js
<s> [webpack.Progress] 69% building 1246/1255 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\helpers\isPropertyDescriptor.js
<s> [webpack.Progress] 69% building 1246/1256 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\regexp.prototype.flags\implementation.js
<s> [webpack.Progress] 69% building 1246/1257 modules 11 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\regexp.prototype.flags\shim.js
<s> [webpack.Progress] 69% building 1246/1258 modules 12 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\regexp.prototype.flags\polyfill.js
<s> [webpack.Progress] 69% building 1247/1258 modules 11 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\regexp.prototype.flags\polyfill.js
<s> [webpack.Progress] 69% building 1248/1258 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\regexp.prototype.flags\polyfill.js
<s> [webpack.Progress] 69% building 1249/1258 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\regexp.prototype.flags\polyfill.js
<s> [webpack.Progress] 69% building 1249/1259 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\GetIntrinsic.js
<s> [webpack.Progress] 69% building 1250/1259 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\GetIntrinsic.js
<s> [webpack.Progress] 69% building 1251/1259 modules 8 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\GetIntrinsic.js
<s> [webpack.Progress] 69% building 1252/1259 modules 7 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\GetIntrinsic.js
<s> [webpack.Progress] 69% building 1253/1259 modules 6 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\GetIntrinsic.js
<s> [webpack.Progress] 69% building 1253/1260 modules 7 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\array.prototype.map\implementation.js
<s> [webpack.Progress] 69% building 1253/1261 modules 8 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\internal-slot\index.js
<s> [webpack.Progress] 69% building 1253/1262 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\array.prototype.map\shim.js
<s> [webpack.Progress] 69% building 1253/1263 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\array.prototype.map\polyfill.js
<s> [webpack.Progress] 69% building 1254/1263 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\array.prototype.map\polyfill.js
<s> [webpack.Progress] 69% building 1255/1263 modules 8 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\array.prototype.map\polyfill.js
<s> [webpack.Progress] 69% building 1255/1264 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\es-abstract\helpers\isPropertyDescriptor.js
<s> [webpack.Progress] 69% building 1255/1265 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\es-abstract\2020\IsAccessorDescriptor.js
<s> [webpack.Progress] 69% building 1256/1265 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\es-abstract\2020\IsAccessorDescriptor.js
<s> [webpack.Progress] 69% building 1257/1265 modules 8 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\es-abstract\2020\IsAccessorDescriptor.js
<s> [webpack.Progress] 69% building 1258/1265 modules 7 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\es-abstract\2020\IsAccessorDescriptor.js
<s> [webpack.Progress] 69% building 1258/1266 modules 8 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\2020\CodePointAt.js
<s> [webpack.Progress] 69% building 1258/1267 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\2020\IsInteger.js
<s> [webpack.Progress] 69% building 1258/1268 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\es-abstract\2020\CodePointAt.js
<s> [webpack.Progress] 69% building 1258/1269 modules 11 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\es-abstract\2020\Invoke.js
<s> [webpack.Progress] 69% building 1259/1269 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\es-abstract\2020\Invoke.js
<s> [webpack.Progress] 69% building 1260/1269 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\es-abstract\2020\Invoke.js
<s> [webpack.Progress] 69% building 1261/1269 modules 8 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\es-abstract\2020\Invoke.js
<s> [webpack.Progress] 69% building 1262/1269 modules 7 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\es-abstract\2020\Invoke.js
<s> [webpack.Progress] 69% building 1263/1269 modules 6 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\es-abstract\2020\Invoke.js
<s> [webpack.Progress] 69% building 1263/1270 modules 7 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\object-inspect\index.js
<s> [webpack.Progress] 69% building 1263/1271 modules 8 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\is-regex\index.js
<s> [webpack.Progress] 69% building 1264/1271 modules 7 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\is-regex\index.js
<s> [webpack.Progress] 69% building 1265/1271 modules 6 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\is-regex\index.js
<s> [webpack.Progress] 69% building 1266/1271 modules 5 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\is-regex\index.js
<s> [webpack.Progress] 69% building 1267/1271 modules 4 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\is-regex\index.js
<s> [webpack.Progress] 69% building 1268/1271 modules 3 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\is-regex\index.js
<s> [webpack.Progress] 69% building 1269/1271 modules 2 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\is-regex\index.js
<s> [webpack.Progress] 69% building 1269/1272 modules 3 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\2020\ToObject.js
<s> [webpack.Progress] 69% building 1269/1273 modules 4 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\2020\DefinePropertyOrThrow.js
<s> [webpack.Progress] 69% building 1269/1274 modules 5 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\helpers\isNaN.js
<s> [webpack.Progress] 69% building 1269/1275 modules 6 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\5\ToInteger.js
<s> [webpack.Progress] 69% building 1269/1276 modules 7 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\2020\ToNumber.js
<s> [webpack.Progress] 69% building 1270/1276 modules 6 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\2020\ToNumber.js
<s> [webpack.Progress] 69% building 1271/1276 modules 5 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\node_modules\es-abstract\2020\ToNumber.js
<s> [webpack.Progress] 69% building 1271/1277 modules 6 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\helpers\assertRecord.js
<s> [webpack.Progress] 69% building 1271/1278 modules 7 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\2018\ToBoolean.js
<s> [webpack.Progress] 69% building 1271/1279 modules 8 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\helpers\isNaN.js
<s> [webpack.Progress] 69% building 1272/1279 modules 7 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\helpers\isNaN.js
<s> [webpack.Progress] 69% building 1273/1279 modules 6 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\helpers\isNaN.js
<s> [webpack.Progress] 69% building 1274/1279 modules 5 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\helpers\isNaN.js
<s> [webpack.Progress] 69% building 1275/1279 modules 4 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\helpers\isNaN.js
<s> [webpack.Progress] 69% building 1276/1279 modules 3 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\promise.prototype.finally\node_modules\es-abstract\helpers\isNaN.js
<s> [webpack.Progress] 69% building 1276/1280 modules 4 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\es-get-iterator\index.js
<s> [webpack.Progress] 69% building 1276/1281 modules 5 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\iterate-iterator\index.js
<s> [webpack.Progress] 69% building 1277/1281 modules 4 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\iterate-iterator\index.js
